Unnamed: 0,title,year,certificate,time,genre,rating,metascore,simple_desc,votes,directors,actors
63,"776.
The Last Emperor
(1987)",(1987),PG-13,163 min,"Biography, Drama, History",7.7,"76        
        Metascore","Dramatization of China's last emperor, Puyi.","Votes:
106,547
| Gross:
$43.98M",Bernardo Bertolucci,"['John Lone', 'Joan Chen', ""Peter O'Toole"", 'Ruocheng Ying']"
64,"777.
Coraline
(2009)",(2009),PG,100 min,"Animation, Drama, Family",7.7,"80        
        Metascore","An adventurous 11-year-old girl finds another world that is a strangely idealized version of her frustrating home, but it has sinister secrets.","Votes:
240,082
| Gross:
$75.29M",Henry Selick,"['Dakota Fanning', 'Teri Hatcher', 'John Hodgman', 'Jennifer Saunders']"
65,"778.
Wind River
(2017)",(2017),R,107 min,"Crime, Drama, Mystery",7.7,"73        
        Metascore",A veteran hunter helps an FBI agent investigate the murder of a young woman on a Wyoming Native American reservation.,"Votes:
260,133
| Gross:
$33.80M",Taylor Sheridan,"['Elizabeth Olsen', 'Jeremy Renner', 'Graham Greene', 'Kelsey Asbille']"
66,"779.
Blazing Saddles
(1974)",(1974),R,93 min,"Comedy, Western",7.7,"73        
        Metascore","In order to ruin a western town, a corrupt politician appoints a black Sheriff, who promptly becomes his most formidable adversary.","Votes:
143,528
| Gross:
$119.50M",Mel Brooks,"['Cleavon Little', 'Gene Wilder', 'Slim Pickens', 'Harvey Korman']"
67,"780.
Lost in Translation
(2003)",(2003),R,102 min,"Comedy, Drama",7.7,"91        
        Metascore",A faded movie star and a neglected young woman form an unlikely bond after crossing paths in Tokyo.,"Votes:
464,796
| Gross:
$44.59M",Sofia Coppola,"['Bill Murray', 'Scarlett Johansson', 'Giovanni Ribisi', 'Anna Faris']"
68,"781.
Deliverance
(1972)",(1972),R,109 min,"Adventure, Drama, Thriller",7.7,"80        
        Metascore","Intent on seeing the Cahulawassee River before it's dammed and turned into a lake, outdoor fanatic Lewis Medlock takes his friends on a canoeing trip they'll never forget into the dangerous American back-country.","Votes:
113,111
| Gross:
$7.06M",John Boorman,"['Jon Voight', 'Burt Reynolds', 'Ned Beatty', 'Ronny Cox']"
69,"782.
Crash
(I) (2004)",(I) (2004),R,112 min,"Crime, Drama, Thriller",7.7,"66        
        Metascore","Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.","Votes:
441,353
| Gross:
$54.58M",Paul Haggis,"['Don Cheadle', 'Sandra Bullock', 'Thandiwe Newton', 'Karina Arroyave']"
70,"783.
Birdman or (The Unexpected Virtue of Ignorance)
(2014)",(2014),R,119 min,"Comedy, Drama",7.7,"87        
        Metascore","A washed-up superhero actor attempts to revive his fading career by writing, directing, and starring in a Broadway production.","Votes:
642,595
| Gross:
$42.34M",Alejandro G. Iñárritu,"['Michael Keaton', 'Zach Galifianakis', 'Edward Norton', 'Andrea Riseborough']"
71,"784.
Brokeback Mountain
(2005)",(2005),R,134 min,"Drama, Romance",7.7,"87        
        Metascore",Ennis and Jack are two shepherds who develop a sexual and emotional relationship. Their relationship becomes complicated when both of them get married to their respective girlfriends.,"Votes:
365,699
| Gross:
$83.04M",Ang Lee,"['Jake Gyllenhaal', 'Heath Ledger', 'Michelle Williams', 'Randy Quaid']"
72,"785.
X: First Class
(2011)",(2011),PG-13,131 min,"Action, Sci-Fi",7.7,"65        
        Metascore","In the 1960s, superpowered humans Charles Xavier and Erik Lensherr work together to find others like them, but Erik's vengeful pursuit of an ambitious mutant who ruined his life causes a schism to divide them.","Votes:
701,986
| Gross:
$146.41M",Matthew Vaughn,"['James McAvoy', 'Michael Fassbender', 'Jennifer Lawrence', 'Kevin Bacon']"
73,"786.
The Last of the Mohicans
(1992)",(1992),R,112 min,"Action, Adventure, Drama",7.7,"76        
        Metascore",Three trappers protect the daughters of a British Colonel in the midst of the French and Indian War.,"Votes:
176,066
| Gross:
$75.51M",Michael Mann,"['Daniel Day-Lewis', 'Madeleine Stowe', 'Russell Means', 'Eric Schweig']"
74,"787.
500 Days of Summer
(2009)",(2009),PG-13,95 min,"Comedy, Drama, Romance",7.7,"76        
        Metascore","After being dumped by the girl he believes to be his soulmate, hopeless romantic Tom Hansen reflects on their relationship to try and figure out where things went wrong and how he can win her back.","Votes:
527,309
| Gross:
$32.39M",Marc Webb,"['Zooey Deschanel', 'Joseph Gordon-Levitt', 'Geoffrey Arend', 'Chloë Grace Moretz']"
75,"788.
The Lego Movie
(2014)",(2014),PG,100 min,"Animation, Action, Adventure",7.7,"83        
        Metascore","An ordinary LEGO construction worker, thought to be the prophesied as ""special"", is recruited to join a quest to stop an evil tyrant from gluing the LEGO universe into eternal stasis.","Votes:
365,093
| Gross:
$257.76M",Phil Lord,"['Christopher Miller', 'Chris Pratt', 'Will Ferrell', 'Elizabeth Banks']"
76,"789.
A Man Called Ove
(2015)",(2015),PG-13,116 min,"Comedy, Drama, Romance",7.7,"70        
        Metascore","Ove, an ill-tempered, isolated retiree who spends his days enforcing block association rules and visiting his wife's grave, has finally given up on life just as an unlikely friendship develops with his boisterous new neighbors.","Votes:
62,149
| Gross:
$3.48M",Hannes Holm,"['Rolf Lassgård', 'Bahar Pars', 'Filip Berg', 'Ida Engvoll']"
77,"790.
The Game
(1997)",(1997),R,129 min,"Drama, Mystery, Thriller",7.7,"63        
        Metascore","After a wealthy San Francisco banker is given an opportunity to participate in a mysterious game, his life is turned upside down as he begins to question if it might really be a concealed conspiracy to destroy him.","Votes:
406,482
| Gross:
$48.32M",David Fincher,"['Michael Douglas', 'Deborah Kara Unger', 'Sean Penn', 'James Rebhorn']"
78,"791.
Black Hawk Down
(2001)",(2001),R,144 min,"Action, Drama, History",7.7,"74        
        Metascore","The story of 160 elite U.S. soldiers who dropped into Mogadishu in October 1993 to capture two top lieutenants of a renegade warlord, but found themselves in a desperate battle with a large force of heavily armed Somalis.","Votes:
404,544
| Gross:
$108.64M",Ridley Scott,"['Josh Hartnett', 'Ewan McGregor', 'Tom Sizemore', 'Eric Bana']"
79,"792.
Silver Linings Playbook
(2012)",(2012),R,122 min,"Comedy, Drama, Romance",7.7,"81        
        Metascore","After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own.","Votes:
718,941
| Gross:
$132.09M",David O. Russell,"['Bradley Cooper', 'Jennifer Lawrence', 'Robert De Niro', 'Jacki Weaver']"
80,"793.
Blue Velvet
(1986)",(1986),R,120 min,"Crime, Drama, Mystery",7.7,"76        
        Metascore","The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child.","Votes:
204,690
| Gross:
$8.55M",David Lynch,"['Isabella Rossellini', 'Kyle MacLachlan', 'Dennis Hopper', 'Laura Dern']"
81,"795.
Training Day
(2001)",(2001),R,122 min,"Action, Crime, Drama",7.7,"69        
        Metascore",A rookie cop spends his first day as a Los Angeles narcotics officer with a rogue detective who isn't what he appears to be.,"Votes:
447,271
| Gross:
$76.63M",Antoine Fuqua,"['Denzel Washington', 'Ethan Hawke', 'Scott Glenn', 'Tom Berenger']"
82,"796.
Another Round
(2020)",(2020),Not Rated,117 min,"Comedy, Drama",7.7,"79        
        Metascore",Four high-school teachers consume alcohol on a daily basis to see how it affects their social and professional lives.,"Votes:
170,306",Thomas Vinterberg,"['Mads Mikkelsen', 'Thomas Bo Larsen', 'Magnus Millang', 'Lars Ranthe']"
83,"797.
Road to Perdition
(2002)",(2002),R,117 min,"Crime, Drama, Thriller",7.7,"72        
        Metascore","A mob enforcer's son in 1930s Illinois witnesses a murder, forcing him and his father to take to the road, and his father down a path of redemption and revenge.","Votes:
274,568
| Gross:
$104.45M",Sam Mendes,"['Tom Hanks', 'Tyler Hoechlin', 'Rob Maxey', 'Liam Aiken']"
84,"798.
And Your Mother Too
(2001)",(2001),R,106 min,Drama,7.7,"89        
        Metascore","In Mexico, two teenage boys and an attractive older woman embark on a road trip and learn a thing or two about life, friendship, sex, and each other.","Votes:
125,246
| Gross:
$13.62M",Alfonso Cuarón,"['Maribel Verdú', 'Gael García Bernal', 'Daniel Giménez Cacho', 'Ana López Mercado']"
85,"799.
Man on Fire
(2004)",(2004),R,146 min,"Action, Crime, Drama",7.7,"47        
        Metascore","In Mexico City, a former CIA operative swears vengeance on those who committed an unspeakable act against the family he was hired to protect.","Votes:
370,009
| Gross:
$77.91M",Tony Scott,"['Denzel Washington', 'Christopher Walken', 'Dakota Fanning', 'Radha Mitchell']"
86,"800.
Evil Dead II
(1987)",(1987),R,84 min,"Comedy, Horror",7.7,"72        
        Metascore",The lone survivor of an onslaught of flesh-possessing spirits holes up in a cabin with a group of strangers while the demons continue their attack.,"Votes:
169,791
| Gross:
$5.92M",Sam Raimi,"['Bruce Campbell', 'Sarah Berry', 'Dan Hicks', 'Kassie Wesley DePaiva']"
0,"801.
Apollo 13
(I) (1995)",(I) (1995),PG,140 min,"Adventure, Drama, History",7.7,"77        
        Metascore",NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.,"Votes:
301,610
| Gross:
$173.84M",Ron Howard,"['Tom Hanks', 'Bill Paxton', 'Kevin Bacon', 'Gary Sinise']"
1,"802.
First Blood
(1982)",(1982),R,93 min,"Action, Adventure, Thriller",7.7,"61        
        Metascore",A veteran Green Beret is forced by a cruel Sheriff and his deputies to flee into the mountains and wage an escalating one-man war against his pursuers.,"Votes:
260,475
| Gross:
$47.21M",Ted Kotcheff,"['Sylvester Stallone', 'Brian Dennehy', 'Richard Crenna', 'Bill McKinney']"
2,"803.
The Machinist
(2004)",(2004),R,101 min,"Drama, Thriller",7.7,"61        
        Metascore",An industrial worker who hasn't slept in a year begins to doubt his own sanity.,"Votes:
398,777
| Gross:
$1.08M",Brad Anderson,"['Christian Bale', 'Jennifer Jason Leigh', 'Aitana Sánchez-Gijón', 'John Sharian']"
3,"804.
Who Framed Roger Rabbit
(1988)",(1988),PG,104 min,"Animation, Adventure, Comedy",7.7,"83        
        Metascore",A toon-hating detective is a cartoon rabbit's only hope to prove his innocence when he is accused of murder.,"Votes:
206,648
| Gross:
$156.45M",Robert Zemeckis,"['Bob Hoskins', 'Christopher Lloyd', 'Joanna Cassidy', 'Charles Fleischer']"
4,"805.
Toy Story 4
(2019)",(2019),G,100 min,"Animation, Adventure, Comedy",7.7,"84        
        Metascore","When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy.","Votes:
259,304
| Gross:
$434.04M",Josh Cooley,"['Tom Hanks', 'Tim Allen', 'Annie Potts', 'Tony Hale']"
5,"806.
Wreck-It Ralph
(2012)",(2012),PG,101 min,"Animation, Adventure, Comedy",7.7,"72        
        Metascore","A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives.","Votes:
433,197
| Gross:
$189.42M",Rich Moore,"['John C. Reilly', 'Jack McBrayer', 'Jane Lynch', 'Sarah Silverman']"
6,"807.
A Few Good Men
(1992)",(1992),R,138 min,"Drama, Thriller",7.7,"62        
        Metascore",Military lawyer Lieutenant Daniel Kaffee defends Marines accused of murder. They contend they were acting under orders.,"Votes:
271,496
| Gross:
$141.34M",Rob Reiner,"['Tom Cruise', 'Jack Nicholson', 'Demi Moore', 'Kevin Bacon']"
7,"808.
Midnight in Paris
(2011)",(2011),PG-13,94 min,"Comedy, Fantasy, Romance",7.7,"81        
        Metascore","While on a trip to Paris with his fiancée's family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s every day at midnight.","Votes:
432,620
| Gross:
$56.82M",Woody Allen,"['Owen Wilson', 'Rachel McAdams', 'Kathy Bates', 'Kurt Fuller']"
8,"809.
As Good as It Gets
(1997)",(1997),PG-13,139 min,"Comedy, Drama, Romance",7.7,"67        
        Metascore","A single mother and waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery.","Votes:
305,726
| Gross:
$148.48M",James L. Brooks,"['Jack Nicholson', 'Helen Hunt', 'Greg Kinnear', 'Cuba Gooding Jr.']"
9,"810.
Halloween
(1978)",(1978),R,91 min,"Horror, Thriller",7.7,"87        
        Metascore","Fifteen years after murdering his sister on Halloween night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again.","Votes:
287,104
| Gross:
$47.00M",John Carpenter,"['Donald Pleasence', 'Jamie Lee Curtis', 'Tony Moran', 'Nancy Kyes']"
10,"811.
The Boondock Saints
(1999)",(1999),R,108 min,"Action, Thriller",7.7,"44        
        Metascore",Two Irish Catholic brothers become vigilantes and wipe out Boston's criminal underworld in the name of God.,"Votes:
242,638
| Gross:
$0.03M",Troy Duffy,"['Willem Dafoe', 'Sean Patrick Flanery', 'Norman Reedus', 'David Della Rocco']"
11,"812.
Empire of the Sun
(1987)",(1987),PG,153 min,"Drama, War",7.7,"62        
        Metascore",A young English boy struggles to survive under Japanese occupation of China during World War II.,"Votes:
129,039
| Gross:
$22.24M",Steven Spielberg,"['Christian Bale', 'John Malkovich', 'Miranda Richardson', 'Nigel Havers']"
12,"813.
The Boy in the Striped Pajamas
(2008)",(2008),PG-13,94 min,"Drama, War",7.7,"55        
        Metascore","Through the innocent eyes of Bruno, the eight-year-old son of the commandant at a German concentration camp, a forbidden friendship with a Jewish boy on the other side of the camp fence has startling and unexpected consequences.","Votes:
227,310
| Gross:
$9.03M",Mark Herman,"['Asa Butterfield', 'David Thewlis', 'Rupert Friend', ""Zac Mattoon O'Brien""]"
13,"814.
Being John Malkovich
(1999)",(1999),R,113 min,"Comedy, Drama, Fantasy",7.7,"90        
        Metascore",A puppeteer discovers a portal that leads literally into the head of movie star John Malkovich.,"Votes:
342,268
| Gross:
$22.86M",John Malkovich,"['Spike Jonze', 'John Cusack', 'Cameron Diaz', 'Catherine Keener']"
14,"815.
Gravity
(2013)",(2013),PG-13,91 min,"Drama, Sci-Fi, Thriller",7.7,"96        
        Metascore",Two astronauts work together to survive after an accident leaves them stranded in space.,"Votes:
837,545
| Gross:
$274.09M",Alfonso Cuarón,"['Sandra Bullock', 'George Clooney', 'Ed Harris', 'Orto Ignatiussen']"
15,"816.
O Brother, Where Art Thou?
(2000)",(2000),PG-13,107 min,"Adventure, Comedy, Crime",7.7,"69        
        Metascore","In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them.","Votes:
318,600
| Gross:
$45.51M",Joel Coen,"['Ethan Coen', 'George Clooney', 'John Turturro', 'Tim Blake Nelson']"
16,"817.
What's Eating Gilbert Grape
(1993)",(1993),PG-13,118 min,Drama,7.7,"73        
        Metascore",A young man in a small Midwestern town struggles to care for his mentally-disabled younger brother and morbidly obese mother while attempting to pursue his own happiness.,"Votes:
242,767
| Gross:
$9.17M",Lasse Hallström,"['Johnny Depp', 'Leonardo DiCaprio', 'Juliette Lewis', 'Mary Steenburgen']"
17,"818.
South Park: Bigger, Longer & Uncut
(1999)",(1999),R,81 min,"Animation, Comedy, Fantasy",7.7,"73        
        Metascore","When Stan Marsh and his friends go see an R-rated movie, they start cursing and their parents think that Canada is to blame.","Votes:
208,777
| Gross:
$52.04M",Trey Parker,"['Trey Parker', 'Matt Stone', 'Mary Kay Bergman', 'Isaac Hayes']"
18,"819.
Sound of Metal
(2019)",(2019),R,120 min,"Drama, Music",7.7,"82        
        Metascore",A heavy-metal drummer's life is thrown into freefall when he begins to lose his hearing.,"Votes:
135,170",Darius Marder,"['Riz Ahmed', 'Olivia Cooke', 'Paul Raci', 'Lauren Ridloff']"
19,"820.
Sense and Sensibility
(1995)",(1995),PG,136 min,"Drama, Romance",7.7,"84        
        Metascore","Rich Mr. Dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. The two eldest daughters are the title opposites.","Votes:
119,429
| Gross:
$43.18M",Ang Lee,"['Emma Thompson', 'Kate Winslet', 'James Fleet', 'Tom Wilkinson']"
20,"821.
Dirty Harry
(1971)",(1971),R,102 min,"Action, Crime, Thriller",7.7,"87        
        Metascore","When a man calling himself ""the Scorpio Killer"" menaces San Francisco, tough-as-nails Police Inspector ""Dirty"" Harry Callahan is assigned to track down the crazed psychopath.","Votes:
160,684
| Gross:
$35.90M",Don Siegel,"['Clint Eastwood', 'Clint Eastwood', 'Andrew Robinson', 'Harry Guardino']"
21,"822.
The Fault in Our Stars
(2014)",(2014),PG-13,126 min,"Drama, Romance",7.7,"69        
        Metascore",Two teenage cancer patients begin a life-affirming journey to visit a reclusive author in Amsterdam.,"Votes:
384,971
| Gross:
$124.87M",Josh Boone,"['Shailene Woodley', 'Ansel Elgort', 'Nat Wolff', 'Laura Dern']"
22,"823.
The Trial of the Chicago 7
(2020)",(2020),R,129 min,"Drama, History, Thriller",7.7,"76        
        Metascore","The story of 7 people on trial stemming from various charges surrounding the uprising at the 1968 Democratic National Convention in Chicago, Illinois.","Votes:
182,579",Aaron Sorkin,"['Eddie Redmayne', 'Alex Sharp', 'Sacha Baron Cohen', 'Jeremy Strong']"
23,"824.
Clerks
(1994)",(1994),R,92 min,Comedy,7.7,"70        
        Metascore","A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof.","Votes:
226,558
| Gross:
$3.15M",Kevin Smith,"[""Brian O'Halloran"", 'Jeff Anderson', 'Marilyn Ghigliotti', 'Lisa Spoonauer']"
24,"825.
Glengarry Glen Ross
(1992)",(1992),R,100 min,"Crime, Drama, Mystery",7.7,"82        
        Metascore",An examination of the machinations behind the scenes at a real estate office.,"Votes:
109,479
| Gross:
$10.73M",James Foley,"['Al Pacino', 'Jack Lemmon', 'Alec Baldwin', 'Alan Arkin']"
25,"826.
When Harry Met Sally...
(1989)",(1989),R,95 min,"Comedy, Drama, Romance",7.7,"76        
        Metascore","Harry and Sally have known each other for years, and are very good friends, but they fear sex would ruin the friendship.","Votes:
227,249
| Gross:
$92.82M",Rob Reiner,"['Billy Crystal', 'Meg Ryan', 'Carrie Fisher', 'Bruno Kirby']"
26,"827.
3:10 to Yuma
(2007)",(2007),R,122 min,"Action, Crime, Drama",7.7,"76        
        Metascore",A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher.,"Votes:
318,719
| Gross:
$53.61M",James Mangold,"['Russell Crowe', 'Christian Bale', 'Ben Foster', 'Logan Lerman']"
27,"828.
The Color Purple
(1985)",(1985),PG-13,154 min,Drama,7.7,"78        
        Metascore",A black Southern woman struggles to find her identity after suffering abuse from her father and others over four decades.,"Votes:
89,666
| Gross:
$98.47M",Steven Spielberg,"['Danny Glover', 'Whoopi Goldberg', 'Oprah Winfrey', 'Margaret Avery']"
28,"829.
Star Trek Into Darkness
(2013)",(2013),PG-13,132 min,"Action, Adventure, Sci-Fi",7.7,"72        
        Metascore","After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction.","Votes:
488,106
| Gross:
$228.78M",J.J. Abrams,"['Chris Pine', 'Zachary Quinto', 'Zoe Saldana', 'Benedict Cumberbatch']"
29,"830.
Naked
(1993)",(1993),Not Rated,131 min,"Comedy, Drama",7.7,"85        
        Metascore",An unemployed Mancunian vents his rage on unsuspecting strangers as he embarks on a nocturnal London odyssey.,"Votes:
41,174
| Gross:
$1.77M",Mike Leigh,"['David Thewlis', 'Lesley Sharp', 'Katrin Cartlidge', 'Greg Cruttwell']"
30,"831.
Fried Green Tomatoes
(1991)",(1991),PG-13,130 min,Drama,7.7,"64        
        Metascore",A housewife who is unhappy with her life befriends an old lady at a nursing home and is enthralled by the tales she tells of people she used to know.,"Votes:
77,382
| Gross:
$82.42M",Jon Avnet,"['Kathy Bates', 'Jessica Tandy', 'Mary Stuart Masterson', 'Mary-Louise Parker']"
31,"832.
Donnie Brasco
(1997)",(1997),R,127 min,"Biography, Crime, Drama",7.7,"76        
        Metascore","An FBI undercover agent infiltrates the mob and finds himself identifying more with the mafia life, at the expense of his regular one.","Votes:
315,160
| Gross:
$41.91M",Mike Newell,"['Al Pacino', 'Johnny Depp', 'Michael Madsen', 'Bruno Kirby']"
32,"833.
Philadelphia
(1993)",(1993),PG-13,125 min,Drama,7.7,"66        
        Metascore","When a man with HIV is fired by his law firm because of his condition, he hires a homophobic small time lawyer as the only willing advocate for a wrongful dismissal suit.","Votes:
247,449
| Gross:
$77.32M",Jonathan Demme,"['Tom Hanks', 'Denzel Washington', 'Roberta Maxwell', 'Buzz Kilman']"
33,"834.
The Theory of Everything
(2014)",(2014),PG-13,123 min,"Biography, Drama, Romance",7.7,"71        
        Metascore",A look at the relationship between the famous physicist Stephen Hawking and his wife.,"Votes:
461,284
| Gross:
$35.89M",Stephen Hawking,"['James Marsh', 'Eddie Redmayne', 'Felicity Jones', 'Tom Prior']"
34,"835.
Adaptation.
(2002)",(2002),R,115 min,"Comedy, Drama",7.7,"83        
        Metascore",A lovelorn screenwriter becomes desperate as he tries and fails to adapt 'The Orchid Thief' by Susan Orlean for the screen.,"Votes:
196,307
| Gross:
$22.25M",Susan Orlean,"['Spike Jonze', 'Nicolas Cage', 'Meryl Streep', 'Chris Cooper']"
35,"836.
The Name of the Rose
(1986)",(1986),R,130 min,"Drama, Mystery, Thriller",7.7,"54        
        Metascore",An intellectually nonconformist friar investigates a series of mysterious deaths in an isolated abbey.,"Votes:
111,364
| Gross:
$7.15M",Jean-Jacques Annaud,"['Sean Connery', 'Christian Slater', 'Helmut Qualtinger', 'Elya Baskin']"
36,"837.
The French Connection
(1971)",(1971),R,104 min,"Action, Crime, Drama",7.7,"94        
        Metascore","A pair of NYPD detectives in the Narcotics Bureau stumble onto a heroin smuggling ring based in Marseilles, but stopping them and capturing their leaders proves an elusive goal.","Votes:
126,810
| Gross:
$15.63M",William Friedkin,"['Gene Hackman', 'Roy Scheider', 'Fernando Rey', 'Tony Lo Bianco']"
37,"838.
Kung Fu Hustle
(2004)",(2004),R,99 min,"Action, Comedy, Fantasy",7.7,"78        
        Metascore","In Shanghai, China in the 1940s, a wannabe gangster aspires to join the notorious ""Axe Gang"" while residents of a housing complex exhibit extraordinary powers in defending their turf.","Votes:
143,511
| Gross:
$17.11M",Stephen Chow,"['Stephen Chow', 'Wah Yuen', 'Qiu Yuen', 'Siu-Lung Leung']"
38,"839.
Serpico
(1973)",(1973),R,130 min,"Biography, Crime, Drama",7.7,"81        
        Metascore",An honest New York cop named Frank Serpico blows the whistle on rampant corruption in the force only to have his comrades turn against him.,"Votes:
127,027
| Gross:
$29.80M",Frank Serpico,"['Sidney Lumet', 'Al Pacino', 'John Randolph', 'Jack Kehoe']"
39,"840.
Roma
(2018)",(2018),R,135 min,Drama,7.7,"96        
        Metascore",A year in the life of a middle-class family's maid in Mexico City in the early 1970s.,"Votes:
162,752",Alfonso Cuarón,"['Yalitza Aparicio', 'Marina de Tavira', 'Diego Cortina Autrey', 'Carlos Peralta']"
40,"841.
Flipped
(I) (2010)",(I) (2010),PG,90 min,"Comedy, Drama, Romance",7.7,"45        
        Metascore",Two eighth-graders start to have feelings for each other despite being total opposites.,"Votes:
92,960
| Gross:
$1.75M",Rob Reiner,"['Madeline Carroll', 'Callan McAuliffe', 'Rebecca De Mornay', 'Anthony Edwards']"
41,"842.
Goldfinger
(1964)",(1964),PG,110 min,"Action, Adventure, Thriller",7.7,"87        
        Metascore","While investigating a gold magnate's smuggling, James Bond uncovers a plot to contaminate the Fort Knox gold reserve.","Votes:
194,629
| Gross:
$51.08M",Guy Hamilton,"['Sean Connery', 'Gert Fröbe', 'Honor Blackman', 'Shirley Eaton']"
42,"843.
Bonnie and Clyde
(1967)",(1967),R,111 min,"Action, Biography, Crime",7.7,"86        
        Metascore","Bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.","Votes:
115,845",Bonnie Parker,"['Clyde Barrow', 'Arthur Penn', 'Warren Beatty', 'Faye Dunaway']"
43,"844.
Ordinary People
(1980)",(1980),R,124 min,Drama,7.7,"86        
        Metascore","The accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother, the good-natured father and the guilt-ridden younger son.","Votes:
54,058
| Gross:
$54.80M",Robert Redford,"['Donald Sutherland', 'Mary Tyler Moore', 'Judd Hirsch', 'Timothy Hutton']"
44,"845.
Star Trek II: The Wrath of Khan
(1982)",(1982),PG,113 min,"Action, Adventure, Sci-Fi",7.7,"68        
        Metascore","With the assistance of the Enterprise crew, Admiral Kirk must stop an old nemesis, Khan Noonien Singh, from using the life-generating Genesis Device as the ultimate weapon.","Votes:
124,527
| Gross:
$78.91M",Nicholas Meyer,"['William Shatner', 'Leonard Nimoy', 'DeForest Kelley', 'James Doohan']"
45,"846.
Malcolm X
(1992)",(1992),PG-13,202 min,"Biography, Drama, History",7.7,"73        
        Metascore","Biographical epic of the controversial and influential Black Nationalist leader, from his early life and career as a small-time gangster, to his ministry as a member of the Nation of Islam.","Votes:
97,507
| Gross:
$48.17M",Spike Lee,"['Denzel Washington', 'Angela Bassett', 'Delroy Lindo', 'Spike Lee']"
46,"847.
The Great Beauty
(2013)",(2013),Not Rated,141 min,Drama,7.7,"86        
        Metascore","Jep Gambardella has seduced his way through the lavish nightlife of Rome for decades, but after his 65th birthday and a shock from the past, Jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisite beauty.","Votes:
93,463
| Gross:
$2.85M",Paolo Sorrentino,"['Toni Servillo', 'Carlo Verdone', 'Sabrina Ferilli', 'Carlo Buccirosso']"
47,"848.
Lucky Number Slevin
(2006)",(2006),R,110 min,"Crime, Drama, Thriller",7.7,"53        
        Metascore","A case of mistaken identity lands Slevin into the middle of a war being plotted by two of the city's most rival crime bosses. Under constant surveillance by Detective Brikowski and assassin Goodkat, he must get them before they get him.","Votes:
318,032
| Gross:
$22.49M",Paul McGuigan,"['Josh Hartnett', 'Ben Kingsley', 'Morgan Freeman', 'Lucy Liu']"
48,"849.
Billy Elliot
(2000)",(2000),R,110 min,"Drama, Music",7.7,"74        
        Metascore",A talented young boy becomes torn between his unexpected love of dance and the disintegration of his family.,"Votes:
137,902
| Gross:
$22.00M",Stephen Daldry,"['Jamie Bell', 'Julie Walters', 'Jean Heywood', 'Jamie Draven']"
49,"850.
Miller's Crossing
(1990)",(1990),R,115 min,"Crime, Drama, Thriller",7.7,"66        
        Metascore","Tom Reagan, an advisor to a Prohibition-era crime boss, tries to keep the peace between warring mobs but gets caught in divided loyalties.","Votes:
137,749
| Gross:
$5.08M",Joel Coen,"['Ethan Coen', 'Gabriel Byrne', 'Albert Finney', 'John Turturro']"
50,"851.
The Wind Rises
(2013)",(2013),PG-13,126 min,"Animation, Biography, Drama",7.7,"83        
        Metascore","A look at the life of Jiro Horikoshi, the man who designed Japanese fighter planes during World War II.","Votes:
89,513
| Gross:
$5.21M",Hayao Miyazaki,"['Hideaki Anno', 'Hidetoshi Nishijima', 'Miori Takimoto', 'Masahiko Nishimura']"
51,"852.
Paprika
(2006)",(2006),R,90 min,"Animation, Drama, Fantasy",7.7,"81        
        Metascore","When a machine that allows therapists to enter their patients' dreams is stolen, all hell breaks loose. Only a young female therapist, Paprika, can stop it.","Votes:
86,785
| Gross:
$0.88M",Satoshi Kon,"['Megumi Hayashibara', 'Tôru Emori', 'Katsunosuke Hori', 'Tôru Furuya']"
52,"853.
Run Lola Run
(1998)",(1998),R,80 min,"Action, Crime, Thriller",7.7,"77        
        Metascore","After a botched money delivery, Lola has 20 minutes to come up with 100,000 Deutschmarks.","Votes:
201,813
| Gross:
$7.27M",Tom Tykwer,"['Franka Potente', 'Moritz Bleibtreu', 'Herbert Knaup', 'Nina Petri']"
