Unnamed: 0,title,year,certificate,time,genre,rating,metascore,simple_desc,votes,directors,actors,title_url
36,"745.
Crimes and Misdemeanors
(1989)",(1989),PG-13,104 min,"Comedy, Drama",7.8,"77        
        Metascore",An ophthalmologist's mistress threatens to reveal their affair to his wife while a married documentary filmmaker is infatuated with another woman.,"Votes:
59,124
| Gross:
$18.25M",Woody Allen,"['Martin Landau', 'Woody Allen', 'Bill Bernstein', 'Claire Bloom']",imdb.com/title/tt0097123/?ref_=adv_li_tt
37,"746.
Once Upon a Time in Anatolia
(2011)",(2011),Not Rated,157 min,"Crime, Drama, Thriller",7.8,"82        
        Metascore",A group of men set out in search of a dead body in the Anatolian steppes.,"Votes:
47,599
| Gross:
$0.14M",Nuri Bilge Ceylan,"['Muhammet Uzuner', 'Yilmaz Erdogan', 'Taner Birsel', 'Ahmet Mümtaz Taylan']",imdb.com/title/tt1827487/?ref_=adv_li_tt
38,"747.
Veer-Zaara
(2004)",(2004),Not Rated,192 min,"Drama, Family, Musical",7.8,"67        
        Metascore","""Veer-Zaara"" is a saga of love, separation, courage, and sacrifice. A love story that is an inspiration and will remain a legend forever.","Votes:
54,659
| Gross:
$2.92M",Yash Chopra,"['Shah Rukh Khan', 'Preity G Zinta', 'Rani Mukerji', 'Kirron Kher']",imdb.com/title/tt0420332/?ref_=adv_li_tt
39,"752.
Avatar: The Way of Water
(2022)",(2022),PG-13,192 min,"Action, Adventure, Fantasy",7.7,"67        
        Metascore","Jake Sully lives with his newfound family formed on the extrasolar moon Pandora. Once a familiar threat returns to finish what was previously started, Jake must work with Neytiri and the army of the Na'vi race to protect their home.","Votes:
351,529
| Gross:
$659.68M",James Cameron,"['Sam Worthington', 'Zoe Saldana', 'Sigourney Weaver', 'Stephen Lang']",imdb.com/title/tt1630029/?ref_=adv_li_tt
40,"753.
The Whale
(2022)",(2022),R,117 min,Drama,7.7,"60        
        Metascore","A reclusive, morbidly obese English teacher attempts to reconnect with his estranged teenage daughter.","Votes:
125,159",Darren Aronofsky,"['Brendan Fraser', 'Sadie Sink', 'Ty Simpkins', 'Hong Chau']",imdb.com/title/tt13833688/?ref_=adv_li_tt
41,"754.
The Banshees of Inisherin
(2022)",(2022),R,114 min,"Comedy, Drama",7.7,"87        
        Metascore","Two lifelong friends find themselves at an impasse when one abruptly ends their relationship, with alarming consequences for both of them.","Votes:
193,964",Martin McDonagh,"['Colin Farrell', 'Brendan Gleeson', 'Kerry Condon', 'Pat Shortt']",imdb.com/title/tt11813216/?ref_=adv_li_tt
42,"755.
Aftersun
(II) (2022)",(II) (2022),R,102 min,Drama,7.7,"95        
        Metascore",Sophie reflects on the shared joy and private melancholy of a holiday she took with her father twenty years earlier. Memories real and imagined fill the gaps between as she tries to reconcile the father she knew with the man she didn't...,"Votes:
56,709",Charlotte Wells,"['Paul Mescal', 'Frankie Corio', 'Celia Rowlson-Hall', 'Sally Messham']",imdb.com/title/tt19770238/?ref_=adv_li_tt
43,"756.
The Goonies
(1985)",(1985),PG,114 min,"Adventure, Comedy, Family",7.7,"62        
        Metascore",A group of young misfits called The Goonies discover an ancient map and set out on an adventure to find a legendary pirate's long-lost treasure.,"Votes:
283,017
| Gross:
$61.50M",Richard Donner,"['Sean Astin', 'Josh Brolin', 'Jeff Cohen', 'Corey Feldman']",imdb.com/title/tt0089218/?ref_=adv_li_tt
44,"757.
The Hangover
(2009)",(2009),R,100 min,Comedy,7.7,"73        
        Metascore","Three buddies wake up from a bachelor party in Las Vegas, with no memory of the previous night and the bachelor missing. They make their way around the city in order to find their friend before his wedding.","Votes:
802,368
| Gross:
$277.32M",Todd Phillips,"['Zach Galifianakis', 'Bradley Cooper', 'Justin Bartha', 'Ed Helms']",imdb.com/title/tt1119646/?ref_=adv_li_tt
45,"758.
Get Out
(I) (2017)",(I) (2017),R,104 min,"Horror, Mystery, Thriller",7.7,"85        
        Metascore","A young African-American visits his White girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point.","Votes:
633,632
| Gross:
$176.04M",Jordan Peele,"['Daniel Kaluuya', 'Allison Williams', 'Bradley Whitford', 'Catherine Keener']",imdb.com/title/tt5052448/?ref_=adv_li_tt
46,"759.
Harry Potter and the Goblet of Fire
(2005)",(2005),PG-13,157 min,"Adventure, Family, Fantasy",7.7,"81        
        Metascore","Harry Potter finds himself competing in a hazardous tournament between rival schools of magic, but he is distracted by recurring nightmares.","Votes:
642,747
| Gross:
$290.01M",Mike Newell,"['Daniel Radcliffe', 'Emma Watson', 'Rupert Grint', 'Eric Sykes']",imdb.com/title/tt0330373/?ref_=adv_li_tt
47,"760.
Mission: Impossible - Fallout
(2018)",(2018),PG-13,147 min,"Action, Adventure, Thriller",7.7,"86        
        Metascore","Ethan Hunt and his IMF team, along with some familiar allies, race against time after a mission gone wrong.","Votes:
342,101
| Gross:
$220.16M",Christopher McQuarrie,"['Tom Cruise', 'Henry Cavill', 'Ving Rhames', 'Simon Pegg']",imdb.com/title/tt4912910/?ref_=adv_li_tt
48,"761.
Kingsman: The Secret Service
(2014)",(2014),R,129 min,"Action, Adventure, Comedy",7.7,"60        
        Metascore","A spy organisation recruits a promising street kid into the agency's training program, while a global threat emerges from a twisted tech genius.","Votes:
681,451
| Gross:
$128.26M",Matthew Vaughn,"['Colin Firth', 'Taron Egerton', 'Samuel L. Jackson', 'Michael Caine']",imdb.com/title/tt2802144/?ref_=adv_li_tt
49,"762.
Ex Machina
(2014)",(2014),R,108 min,"Drama, Sci-Fi, Thriller",7.7,"78        
        Metascore",A young programmer is selected to participate in a ground-breaking experiment in synthetic intelligence by evaluating the human qualities of a highly advanced humanoid A.I.,"Votes:
557,537
| Gross:
$25.44M",Alex Garland,"['Alicia Vikander', 'Domhnall Gleeson', 'Oscar Isaac', 'Sonoya Mizuno']",imdb.com/title/tt0470752/?ref_=adv_li_tt
50,"763.
The Magnificent Seven
(1960)",(1960),Approved,128 min,"Action, Adventure, Drama",7.7,"74        
        Metascore",Seven gunfighters are hired by Mexican peasants to liberate their village from oppressive bandits.,"Votes:
97,639
| Gross:
$4.91M",John Sturges,"['Yul Brynner', 'Steve McQueen', 'Charles Bronson', 'Eli Wallach']",imdb.com/title/tt0054047/?ref_=adv_li_tt
51,"764.
Detachment
(2011)",(2011),Not Rated,98 min,Drama,7.7,"52        
        Metascore",A substitute teacher who drifts from classroom to classroom finds a connection to the students and teachers during his latest assignment.,"Votes:
89,991
| Gross:
$0.07M",Tony Kaye,"['Adrien Brody', 'Christina Hendricks', 'Marcia Gay Harden', 'Lucy Liu']",imdb.com/title/tt1683526/?ref_=adv_li_tt
52,"765.
Airplane!
(1980)",(1980),PG,88 min,Comedy,7.7,"78        
        Metascore",A man afraid to fly must ensure that a plane lands safely after the pilots become sick.,"Votes:
246,867
| Gross:
$83.40M",Jim Abrahams,"['David Zucker', 'Jerry Zucker', 'Robert Hays', 'Julie Hagerty']",imdb.com/title/tt0080339/?ref_=adv_li_tt
53,"766.
The Bourne Supremacy
(2004)",(2004),PG-13,108 min,"Action, Mystery, Thriller",7.7,"73        
        Metascore","When Jason Bourne is framed for a CIA operation gone awry, he is forced to resume his former life as a trained assassin to survive.","Votes:
471,268
| Gross:
$176.24M",Paul Greengrass,"['Matt Damon', 'Franka Potente', 'Joan Allen', 'Brian Cox']",imdb.com/title/tt0372183/?ref_=adv_li_tt
54,"767.
The Count of Monte Cristo
(2002)",(2002),PG-13,131 min,"Action, Adventure, Drama",7.7,"61        
        Metascore","A young man, falsely imprisoned by his jealous ""friend"", escapes and uses a hidden treasure to exact his revenge.","Votes:
141,693
| Gross:
$54.23M",Kevin Reynolds,"['Jim Caviezel', 'Guy Pearce', 'Christopher Adamson', 'JB Blanc']",imdb.com/title/tt0245844/?ref_=adv_li_tt
55,"768.
Zodiac
(2007)",(2007),R,157 min,"Crime, Drama, Mystery",7.7,"79        
        Metascore","Between 1968 and 1983, a San Francisco cartoonist becomes an amateur detective obsessed with tracking down the Zodiac Killer, an unidentified individual who terrorizes Northern California with a killing spree.","Votes:
557,223
| Gross:
$33.08M",David Fincher,"['Jake Gyllenhaal', 'Robert Downey Jr.', 'Mark Ruffalo', 'Anthony Edwards']",imdb.com/title/tt0443706/?ref_=adv_li_tt
56,"769.
Harry Potter and the Deathly Hallows: Part 1
(2010)",(2010),PG-13,146 min,"Adventure, Family, Fantasy",7.7,"65        
        Metascore","As Harry, Ron and Hermione race against time and evil to destroy the Horcruxes, they uncover the existence of the three most powerful objects in the wizarding world: the Deathly Hallows.","Votes:
563,980
| Gross:
$295.98M",David Yates,"['Daniel Radcliffe', 'Emma Watson', 'Rupert Grint', 'Bill Nighy']",imdb.com/title/tt0926084/?ref_=adv_li_tt
57,"770.
Home Alone
(1990)",(1990),PG,103 min,"Comedy, Family",7.7,"63        
        Metascore","An eight-year-old troublemaker, mistakenly left home alone, must defend his home against a pair of burglars on Christmas eve.","Votes:
601,387
| Gross:
$285.76M",Chris Columbus,"['Macaulay Culkin', 'Joe Pesci', 'Daniel Stern', 'John Heard']",imdb.com/title/tt0099785/?ref_=adv_li_tt
58,"771.
Blue Is the Warmest Colour
(2013)",(2013),NC-17,180 min,"Drama, Romance",7.7,"90        
        Metascore","Adèle's life is changed when she meets Emma, a young woman with blue hair, who will allow her to discover desire and to assert herself as a woman and as an adult. In front of others, Adèle grows, seeks herself, loses herself, and ultimately finds herself through love and loss.","Votes:
156,314
| Gross:
$2.20M",Abdellatif Kechiche,"['Léa Seydoux', 'Adèle Exarchopoulos', 'Salim Kechiouche', 'Aurélien Recoing']",imdb.com/title/tt2278871/?ref_=adv_li_tt
59,"772.
Argo
(2012)",(2012),R,120 min,"Biography, Drama, Thriller",7.7,"86        
        Metascore","Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1979.","Votes:
622,565
| Gross:
$136.03M",Ben Affleck,"['Ben Affleck', 'Bryan Cranston', 'John Goodman', 'Alan Arkin']",imdb.com/title/tt1024648/?ref_=adv_li_tt
60,"773.
Primal Fear
(1996)",(1996),R,129 min,"Crime, Drama, Mystery",7.7,"47        
        Metascore","An altar boy is accused of murdering a priest, and the truth is buried several layers deep.","Votes:
229,541
| Gross:
$56.12M",Gregory Hoblit,"['Richard Gere', 'Laura Linney', 'Edward Norton', 'John Mahoney']",imdb.com/title/tt0117381/?ref_=adv_li_tt
61,"774.
Tangled
(2010)",(2010),PG,100 min,"Animation, Adventure, Comedy",7.7,"71        
        Metascore","The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.","Votes:
465,552
| Gross:
$200.82M",Nathan Greno,"['Byron Howard', 'Mandy Moore', 'Zachary Levi', 'Donna Murphy']",imdb.com/title/tt0398286/?ref_=adv_li_tt
62,"775.
Ocean's Eleven
(2001)",(2001),PG-13,116 min,"Crime, Thriller",7.7,"74        
        Metascore",Danny Ocean and his ten accomplices plan to rob three Las Vegas casinos simultaneously.,"Votes:
587,587
| Gross:
$183.42M",Steven Soderbergh,"['George Clooney', 'Brad Pitt', 'Julia Roberts', 'Matt Damon']",imdb.com/title/tt0240772/?ref_=adv_li_tt
63,"776.
The Last Emperor
(1987)",(1987),PG-13,163 min,"Biography, Drama, History",7.7,"76        
        Metascore","Dramatization of China's last emperor, Puyi.","Votes:
106,558
| Gross:
$43.98M",Bernardo Bertolucci,"['John Lone', 'Joan Chen', ""Peter O'Toole"", 'Ruocheng Ying']",imdb.com/title/tt0093389/?ref_=adv_li_tt
64,"777.
Coraline
(2009)",(2009),PG,100 min,"Animation, Drama, Family",7.7,"80        
        Metascore","An adventurous 11-year-old girl finds another world that is a strangely idealized version of her frustrating home, but it has sinister secrets.","Votes:
240,145
| Gross:
$75.29M",Henry Selick,"['Dakota Fanning', 'Teri Hatcher', 'John Hodgman', 'Jennifer Saunders']",imdb.com/title/tt0327597/?ref_=adv_li_tt
65,"778.
Wind River
(2017)",(2017),R,107 min,"Crime, Drama, Mystery",7.7,"73        
        Metascore",A veteran hunter helps an FBI agent investigate the murder of a young woman on a Wyoming Native American reservation.,"Votes:
260,162
| Gross:
$33.80M",Taylor Sheridan,"['Elizabeth Olsen', 'Jeremy Renner', 'Graham Greene', 'Kelsey Asbille']",imdb.com/title/tt5362988/?ref_=adv_li_tt
66,"779.
Blazing Saddles
(1974)",(1974),R,93 min,"Comedy, Western",7.7,"73        
        Metascore","In order to ruin a western town, a corrupt politician appoints a black Sheriff, who promptly becomes his most formidable adversary.","Votes:
143,545
| Gross:
$119.50M",Mel Brooks,"['Cleavon Little', 'Gene Wilder', 'Slim Pickens', 'Harvey Korman']",imdb.com/title/tt0071230/?ref_=adv_li_tt
67,"780.
Lost in Translation
(2003)",(2003),R,102 min,"Comedy, Drama",7.7,"91        
        Metascore",A faded movie star and a neglected young woman form an unlikely bond after crossing paths in Tokyo.,"Votes:
464,844
| Gross:
$44.59M",Sofia Coppola,"['Bill Murray', 'Scarlett Johansson', 'Giovanni Ribisi', 'Anna Faris']",imdb.com/title/tt0335266/?ref_=adv_li_tt
68,"781.
Deliverance
(1972)",(1972),R,109 min,"Adventure, Drama, Thriller",7.7,"80        
        Metascore","Intent on seeing the Cahulawassee River before it's dammed and turned into a lake, outdoor fanatic Lewis Medlock takes his friends on a canoeing trip they'll never forget into the dangerous American back-country.","Votes:
113,118
| Gross:
$7.06M",John Boorman,"['Jon Voight', 'Burt Reynolds', 'Ned Beatty', 'Ronny Cox']",imdb.com/title/tt0068473/?ref_=adv_li_tt
69,"782.
Crash
(I) (2004)",(I) (2004),R,112 min,"Crime, Drama, Thriller",7.7,"66        
        Metascore","Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.","Votes:
441,372
| Gross:
$54.58M",Paul Haggis,"['Don Cheadle', 'Sandra Bullock', 'Thandiwe Newton', 'Karina Arroyave']",imdb.com/title/tt0375679/?ref_=adv_li_tt
70,"783.
Birdman or (The Unexpected Virtue of Ignorance)
(2014)",(2014),R,119 min,"Comedy, Drama",7.7,"87        
        Metascore","A washed-up superhero actor attempts to revive his fading career by writing, directing, and starring in a Broadway production.","Votes:
642,652
| Gross:
$42.34M",Alejandro G. Iñárritu,"['Michael Keaton', 'Zach Galifianakis', 'Edward Norton', 'Andrea Riseborough']",imdb.com/title/tt2562232/?ref_=adv_li_tt
71,"784.
Brokeback Mountain
(2005)",(2005),R,134 min,"Drama, Romance",7.7,"87        
        Metascore",Ennis and Jack are two shepherds who develop a sexual and emotional relationship. Their relationship becomes complicated when both of them get married to their respective girlfriends.,"Votes:
365,734
| Gross:
$83.04M",Ang Lee,"['Jake Gyllenhaal', 'Heath Ledger', 'Michelle Williams', 'Randy Quaid']",imdb.com/title/tt0388795/?ref_=adv_li_tt
72,"785.
X: First Class
(2011)",(2011),PG-13,131 min,"Action, Sci-Fi",7.7,"65        
        Metascore","In the 1960s, superpowered humans Charles Xavier and Erik Lensherr work together to find others like them, but Erik's vengeful pursuit of an ambitious mutant who ruined his life causes a schism to divide them.","Votes:
702,041
| Gross:
$146.41M",Matthew Vaughn,"['James McAvoy', 'Michael Fassbender', 'Jennifer Lawrence', 'Kevin Bacon']",imdb.com/title/tt1270798/?ref_=adv_li_tt
73,"786.
The Last of the Mohicans
(1992)",(1992),R,112 min,"Action, Adventure, Drama",7.7,"76        
        Metascore",Three trappers protect the daughters of a British Colonel in the midst of the French and Indian War.,"Votes:
176,088
| Gross:
$75.51M",Michael Mann,"['Daniel Day-Lewis', 'Madeleine Stowe', 'Russell Means', 'Eric Schweig']",imdb.com/title/tt0104691/?ref_=adv_li_tt
74,"787.
500 Days of Summer
(2009)",(2009),PG-13,95 min,"Comedy, Drama, Romance",7.7,"76        
        Metascore","After being dumped by the girl he believes to be his soulmate, hopeless romantic Tom Hansen reflects on their relationship to try and figure out where things went wrong and how he can win her back.","Votes:
527,373
| Gross:
$32.39M",Marc Webb,"['Zooey Deschanel', 'Joseph Gordon-Levitt', 'Geoffrey Arend', 'Chloë Grace Moretz']",imdb.com/title/tt1022603/?ref_=adv_li_tt
75,"788.
The Lego Movie
(2014)",(2014),PG,100 min,"Animation, Action, Adventure",7.7,"83        
        Metascore","An ordinary LEGO construction worker, thought to be the prophesied as ""special"", is recruited to join a quest to stop an evil tyrant from gluing the LEGO universe into eternal stasis.","Votes:
365,175
| Gross:
$257.76M",Phil Lord,"['Christopher Miller', 'Chris Pratt', 'Will Ferrell', 'Elizabeth Banks']",imdb.com/title/tt1490017/?ref_=adv_li_tt
76,"789.
A Man Called Ove
(2015)",(2015),PG-13,116 min,"Comedy, Drama, Romance",7.7,"70        
        Metascore","Ove, an ill-tempered, isolated retiree who spends his days enforcing block association rules and visiting his wife's grave, has finally given up on life just as an unlikely friendship develops with his boisterous new neighbors.","Votes:
62,171
| Gross:
$3.48M",Hannes Holm,"['Rolf Lassgård', 'Bahar Pars', 'Filip Berg', 'Ida Engvoll']",imdb.com/title/tt4080728/?ref_=adv_li_tt
77,"790.
The Game
(1997)",(1997),R,129 min,"Drama, Mystery, Thriller",7.7,"63        
        Metascore","After a wealthy San Francisco banker is given an opportunity to participate in a mysterious game, his life is turned upside down as he begins to question if it might really be a concealed conspiracy to destroy him.","Votes:
406,534
| Gross:
$48.32M",David Fincher,"['Michael Douglas', 'Deborah Kara Unger', 'Sean Penn', 'James Rebhorn']",imdb.com/title/tt0119174/?ref_=adv_li_tt
78,"791.
Black Hawk Down
(2001)",(2001),R,144 min,"Action, Drama, History",7.7,"74        
        Metascore","The story of 160 elite U.S. soldiers who dropped into Mogadishu in October 1993 to capture two top lieutenants of a renegade warlord, but found themselves in a desperate battle with a large force of heavily armed Somalis.","Votes:
404,586
| Gross:
$108.64M",Ridley Scott,"['Josh Hartnett', 'Ewan McGregor', 'Tom Sizemore', 'Eric Bana']",imdb.com/title/tt0265086/?ref_=adv_li_tt
79,"792.
Silver Linings Playbook
(2012)",(2012),R,122 min,"Comedy, Drama, Romance",7.7,"81        
        Metascore","After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own.","Votes:
718,989
| Gross:
$132.09M",David O. Russell,"['Bradley Cooper', 'Jennifer Lawrence', 'Robert De Niro', 'Jacki Weaver']",imdb.com/title/tt1045658/?ref_=adv_li_tt
80,"793.
Blue Velvet
(1986)",(1986),R,120 min,"Crime, Drama, Mystery",7.7,"76        
        Metascore","The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child.","Votes:
204,717
| Gross:
$8.55M",David Lynch,"['Isabella Rossellini', 'Kyle MacLachlan', 'Dennis Hopper', 'Laura Dern']",imdb.com/title/tt0090756/?ref_=adv_li_tt
81,"795.
Training Day
(2001)",(2001),R,122 min,"Action, Crime, Drama",7.7,"69        
        Metascore",A rookie cop spends his first day as a Los Angeles narcotics officer with a rogue detective who isn't what he appears to be.,"Votes:
447,321
| Gross:
$76.63M",Antoine Fuqua,"['Denzel Washington', 'Ethan Hawke', 'Scott Glenn', 'Tom Berenger']",imdb.com/title/tt0139654/?ref_=adv_li_tt
82,"796.
Another Round
(2020)",(2020),Not Rated,117 min,"Comedy, Drama",7.7,"79        
        Metascore",Four high-school teachers consume alcohol on a daily basis to see how it affects their social and professional lives.,"Votes:
170,343",Thomas Vinterberg,"['Mads Mikkelsen', 'Thomas Bo Larsen', 'Magnus Millang', 'Lars Ranthe']",imdb.com/title/tt10288566/?ref_=adv_li_tt
83,"797.
Road to Perdition
(2002)",(2002),R,117 min,"Crime, Drama, Thriller",7.7,"72        
        Metascore","A mob enforcer's son in 1930s Illinois witnesses a murder, forcing him and his father to take to the road, and his father down a path of redemption and revenge.","Votes:
274,589
| Gross:
$104.45M",Sam Mendes,"['Tom Hanks', 'Tyler Hoechlin', 'Rob Maxey', 'Liam Aiken']",imdb.com/title/tt0257044/?ref_=adv_li_tt
84,"798.
And Your Mother Too
(2001)",(2001),R,106 min,Drama,7.7,"89        
        Metascore","In Mexico, two teenage boys and an attractive older woman embark on a road trip and learn a thing or two about life, friendship, sex, and each other.","Votes:
125,253
| Gross:
$13.62M",Alfonso Cuarón,"['Maribel Verdú', 'Gael García Bernal', 'Daniel Giménez Cacho', 'Ana López Mercado']",imdb.com/title/tt0245574/?ref_=adv_li_tt
85,"799.
Man on Fire
(2004)",(2004),R,146 min,"Action, Crime, Drama",7.7,"47        
        Metascore","In Mexico City, a former CIA operative swears vengeance on those who committed an unspeakable act against the family he was hired to protect.","Votes:
370,036
| Gross:
$77.91M",Tony Scott,"['Denzel Washington', 'Christopher Walken', 'Dakota Fanning', 'Radha Mitchell']",imdb.com/title/tt0328107/?ref_=adv_li_tt
86,"800.
Evil Dead II
(1987)",(1987),R,84 min,"Comedy, Horror",7.7,"72        
        Metascore",The lone survivor of an onslaught of flesh-possessing spirits holes up in a cabin with a group of strangers while the demons continue their attack.,"Votes:
169,821
| Gross:
$5.92M",Sam Raimi,"['Bruce Campbell', 'Sarah Berry', 'Dan Hicks', 'Kassie Wesley DePaiva']",imdb.com/title/tt0092991/?ref_=adv_li_tt
0,"801.
Apollo 13
(I) (1995)",(I) (1995),PG,140 min,"Adventure, Drama, History",7.7,"77        
        Metascore",NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.,"Votes:
301,646
| Gross:
$173.84M",Ron Howard,"['Tom Hanks', 'Bill Paxton', 'Kevin Bacon', 'Gary Sinise']",imdb.com/title/tt0112384/?ref_=adv_li_tt
1,"802.
First Blood
(1982)",(1982),R,93 min,"Action, Adventure, Thriller",7.7,"61        
        Metascore",A veteran Green Beret is forced by a cruel Sheriff and his deputies to flee into the mountains and wage an escalating one-man war against his pursuers.,"Votes:
260,520
| Gross:
$47.21M",Ted Kotcheff,"['Sylvester Stallone', 'Brian Dennehy', 'Richard Crenna', 'Bill McKinney']",imdb.com/title/tt0083944/?ref_=adv_li_tt
2,"803.
The Machinist
(2004)",(2004),R,101 min,"Drama, Thriller",7.7,"61        
        Metascore",An industrial worker who hasn't slept in a year begins to doubt his own sanity.,"Votes:
398,812
| Gross:
$1.08M",Brad Anderson,"['Christian Bale', 'Jennifer Jason Leigh', 'Aitana Sánchez-Gijón', 'John Sharian']",imdb.com/title/tt0361862/?ref_=adv_li_tt
3,"804.
Who Framed Roger Rabbit
(1988)",(1988),PG,104 min,"Animation, Adventure, Comedy",7.7,"83        
        Metascore",A toon-hating detective is a cartoon rabbit's only hope to prove his innocence when he is accused of murder.,"Votes:
206,672
| Gross:
$156.45M",Robert Zemeckis,"['Bob Hoskins', 'Christopher Lloyd', 'Joanna Cassidy', 'Charles Fleischer']",imdb.com/title/tt0096438/?ref_=adv_li_tt
4,"805.
Toy Story 4
(2019)",(2019),G,100 min,"Animation, Adventure, Comedy",7.7,"84        
        Metascore","When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy.","Votes:
259,346
| Gross:
$434.04M",Josh Cooley,"['Tom Hanks', 'Tim Allen', 'Annie Potts', 'Tony Hale']",imdb.com/title/tt1979376/?ref_=adv_li_tt
5,"806.
Wreck-It Ralph
(2012)",(2012),PG,101 min,"Animation, Adventure, Comedy",7.7,"72        
        Metascore","A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives.","Votes:
433,269
| Gross:
$189.42M",Rich Moore,"['John C. Reilly', 'Jack McBrayer', 'Jane Lynch', 'Sarah Silverman']",imdb.com/title/tt1772341/?ref_=adv_li_tt
6,"807.
A Few Good Men
(1992)",(1992),R,138 min,"Drama, Thriller",7.7,"62        
        Metascore",Military lawyer Lieutenant Daniel Kaffee defends Marines accused of murder. They contend they were acting under orders.,"Votes:
271,530
| Gross:
$141.34M",Rob Reiner,"['Tom Cruise', 'Jack Nicholson', 'Demi Moore', 'Kevin Bacon']",imdb.com/title/tt0104257/?ref_=adv_li_tt
7,"808.
Midnight in Paris
(2011)",(2011),PG-13,94 min,"Comedy, Fantasy, Romance",7.7,"81        
        Metascore","While on a trip to Paris with his fiancée's family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s every day at midnight.","Votes:
432,658
| Gross:
$56.82M",Woody Allen,"['Owen Wilson', 'Rachel McAdams', 'Kathy Bates', 'Kurt Fuller']",imdb.com/title/tt1605783/?ref_=adv_li_tt
8,"809.
As Good as It Gets
(1997)",(1997),PG-13,139 min,"Comedy, Drama, Romance",7.7,"67        
        Metascore","A single mother and waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery.","Votes:
305,756
| Gross:
$148.48M",James L. Brooks,"['Jack Nicholson', 'Helen Hunt', 'Greg Kinnear', 'Cuba Gooding Jr.']",imdb.com/title/tt0119822/?ref_=adv_li_tt
9,"810.
Halloween
(1978)",(1978),R,91 min,"Horror, Thriller",7.7,"87        
        Metascore","Fifteen years after murdering his sister on Halloween night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again.","Votes:
287,134
| Gross:
$47.00M",John Carpenter,"['Donald Pleasence', 'Jamie Lee Curtis', 'Tony Moran', 'Nancy Kyes']",imdb.com/title/tt0077651/?ref_=adv_li_tt
10,"811.
The Boondock Saints
(1999)",(1999),R,108 min,"Action, Thriller",7.7,"44        
        Metascore",Two Irish Catholic brothers become vigilantes and wipe out Boston's criminal underworld in the name of God.,"Votes:
242,650
| Gross:
$0.03M",Troy Duffy,"['Willem Dafoe', 'Sean Patrick Flanery', 'Norman Reedus', 'David Della Rocco']",imdb.com/title/tt0144117/?ref_=adv_li_tt
11,"812.
Empire of the Sun
(1987)",(1987),PG,153 min,"Drama, War",7.7,"62        
        Metascore",A young English boy struggles to survive under Japanese occupation of China during World War II.,"Votes:
129,050
| Gross:
$22.24M",Steven Spielberg,"['Christian Bale', 'John Malkovich', 'Miranda Richardson', 'Nigel Havers']",imdb.com/title/tt0092965/?ref_=adv_li_tt
12,"813.
The Boy in the Striped Pajamas
(2008)",(2008),PG-13,94 min,"Drama, War",7.7,"55        
        Metascore","Through the innocent eyes of Bruno, the eight-year-old son of the commandant at a German concentration camp, a forbidden friendship with a Jewish boy on the other side of the camp fence has startling and unexpected consequences.","Votes:
227,360
| Gross:
$9.03M",Mark Herman,"['Asa Butterfield', 'David Thewlis', 'Rupert Friend', ""Zac Mattoon O'Brien""]",imdb.com/title/tt0914798/?ref_=adv_li_tt
13,"814.
Being John Malkovich
(1999)",(1999),R,113 min,"Comedy, Drama, Fantasy",7.7,"90        
        Metascore",A puppeteer discovers a portal that leads literally into the head of movie star John Malkovich.,"Votes:
342,294
| Gross:
$22.86M",John Malkovich,"['Spike Jonze', 'John Cusack', 'Cameron Diaz', 'Catherine Keener']",imdb.com/title/tt0120601/?ref_=adv_li_tt
14,"815.
Gravity
(2013)",(2013),PG-13,91 min,"Drama, Sci-Fi, Thriller",7.7,"96        
        Metascore",Two astronauts work together to survive after an accident leaves them stranded in space.,"Votes:
837,615
| Gross:
$274.09M",Alfonso Cuarón,"['Sandra Bullock', 'George Clooney', 'Ed Harris', 'Orto Ignatiussen']",imdb.com/title/tt1454468/?ref_=adv_li_tt
15,"816.
O Brother, Where Art Thou?
(2000)",(2000),PG-13,107 min,"Adventure, Comedy, Crime",7.7,"69        
        Metascore","In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them.","Votes:
318,625
| Gross:
$45.51M",Joel Coen,"['Ethan Coen', 'George Clooney', 'John Turturro', 'Tim Blake Nelson']",imdb.com/title/tt0190590/?ref_=adv_li_tt
